Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,attackacrack.com,a1foundationcrackrepair.com,crackx.com,groundworks.com,attackacrack.com (pages),a1foundationcrackrepair.com (pages),crackx.com (pages),groundworks.com (pages),Results
basement exhaust fan,"Commercial, Informational",1300,27,0.59,1.00,0,0,0,45,,,,https://www.groundworks.com/resources/is-it-a-good-idea-to-ventilate-the-basement/,9070000
basement floor drain,Informational,1300,16,7.75,0.99,0,0,0,44,,,,https://www.groundworks.com/resources/the-most-important-things-to-know-about-basement-drains/,46200000
basement floor drainage system,Informational,1300,15,6.74,0.46,0,0,0,17,,,,https://www.groundworks.com/resources/the-most-important-things-to-know-about-basement-drains/,14600000
basement foundation repair near me,Transactional,1300,46,21.13,0.24,0,0,0,21,,,,https://www.groundworks.com/service-areas/virginia/chesapeake-va/,28100000
basement sealer,"Commercial, Informational",1300,15,6.63,0.77,0,0,0,34,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,4280000
basement sealing systems,Informational,1300,22,6.03,0.23,0,0,0,11,,,,https://www.groundworks.com/solutions/basement-waterproofing/,52200000
basement window wells,"Informational, Transactional",1300,18,1.41,0.95,0,0,0,26,,,,https://www.groundworks.com/solutions/basement-waterproofing/egress-windows/,124000000
bee nest vs wasp nest,"Commercial, Informational",1300,20,1.88,0.01,0,0,0,46,,,,https://www.groundworks.com/resources/what-hive-is-it/,4690000
best basement waterproofing,Commercial,1300,10,5.90,1.00,0,0,0,83,,,,https://www.groundworks.com/,9450000
best way to fix cracks in concrete,Informational,1300,31,1.05,0.98,0,0,0,38,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,19400000
blue clay,Informational,1300,27,0.50,0.16,0,0,0,13,,,,https://www.groundworks.com/resources/can-blue-clay-damage-your-foundation/,523000000
cellar pump sump,Commercial,1300,35,1.59,0.66,0,0,0,91,,,,https://www.groundworks.com/solutions/basement-waterproofing/sump-pump/,1210000
cement lifting near me,Transactional,1300,31,13.01,0.75,0,0,0,7,,,,https://www.groundworks.com/solutions/concrete-lifting/,24500000
cement refinishing,Commercial,1300,36,4.27,0.97,0,0,0,79,,,,https://www.groundworks.com/,5590000
cinder block waterproofing,Informational,1300,7,2.10,1.00,0,0,0,11,,,,https://www.groundworks.com/resources/waterproofing-concrete-block-walls-what-homeowners-need-to-know/,1250000
concrete driveway repair near me,Transactional,1300,25,9.22,0.80,0,0,0,15,,,,https://www.groundworks.com/service-areas/driveway-repair-las-vegas-nv/,20300000
concrete foundation contractors near me,Transactional,1300,40,9.54,0.61,0,0,0,65,,,,https://www.groundworks.com/,29500000
concrete leveling companies near me,Transactional,1300,41,15.07,0.41,0,0,0,19,,,,https://www.groundworks.com/service-areas/concrete-lifting-tulsa-ok/,5180000
concrete lifting cost,Informational,1300,4,5.57,0.45,0,0,0,28,,,,https://www.groundworks.com/resources/concrete-leveling-cost/,25100000
concrete popping out,Informational,1300,17,0.00,0.00,0,0,0,70,,,,https://www.groundworks.com/solutions/concrete-lifting/concrete-pitting-flaking-and-staining/,150000000
concrete raising cost,Informational,1300,4,6.23,0.41,0,0,0,23,,,,https://www.groundworks.com/resources/concrete-leveling-cost/,60600000
concrete repair companies,Commercial,1300,41,7.16,0.42,0,0,0,66,,,,https://www.groundworks.com/,53600000
concrete repairs,Informational,1300,32,7.85,0.46,0,0,0,64,,,,https://www.groundworks.com/,61900000
concrete slab jacking,Informational,1300,23,8.91,0.62,0,0,0,29,,,,https://www.groundworks.com/solutions/concrete-lifting/,7820000
concrete workers near me,Transactional,1300,48,7.66,0.76,0,0,0,93,,,,https://www.groundworks.com/,482000000
cost to encapsulate crawlspace,"Commercial, Informational",1300,22,7.98,0.37,0,0,0,41,,,,https://www.groundworks.com/resources/everything-you-need-to-know-about-crawl-space-encapsulation/,56900
cost to fix house foundation,"Commercial, Informational",1300,28,9.42,0.68,0,0,0,58,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,167000000
covering crawl space vents,Informational,1300,9,0.69,1.00,0,0,0,42,,,,https://www.groundworks.com/solutions/crawl-space-repair/vent-covers/,4280000
crack in ceiling,Informational,1300,23,2.83,0.21,0,0,0,18,,,,https://www.groundworks.com/resources/how-serious-are-ceiling-cracks/,47000000
cracked concrete slab repair,Informational,1300,19,3.16,0.95,0,0,0,50,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,6770000
cracked driveway repair,Informational,1300,38,4.25,0.93,0,0,0,82,,,,https://www.groundworks.com/,9920000
cracks in home foundation,Informational,1300,9,6.40,0.49,0,0,0,71,,,,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,65900000
crawl space dehumidifier with pump,Informational,1300,7,2.55,1.00,0,0,0,22,,,,https://www.groundworks.com/solutions/crawl-space-repair/dehumidifier/,2530000
crawl space dehumidifiers,"Informational, Transactional",1300,16,2.56,1.00,0,0,0,17,,,,https://www.groundworks.com/solutions/crawl-space-repair/dehumidifier/,3410000
crawl space encapsulation contractors,Commercial,1300,30,14.23,0.02,0,0,0,6,,,,https://www.groundworks.com/solutions/crawl-space-repair/crawl-space-encapsulation/,351000
crawl space exhaust fan,Informational,1300,16,1.06,1.00,0,0,0,16,,,,https://www.groundworks.com/resources/do-crawl-space-ventilation-fans-work/,2490000
crawl space moisture barrier cost,Commercial,1300,9,6.46,0.85,0,0,0,79,,,,https://www.groundworks.com/resources/everything-you-need-to-know-about-crawl-space-encapsulation/,1630000
crawl space mold remediation near me,Transactional,1300,10,14.22,0.92,0,0,0,14,,,,https://www.groundworks.com/service-areas/crawl-space-repair-orlando-fl/,1240000
crawl space repair companies,Informational,1300,20,22.22,0.08,0,0,0,1,,,,https://www.groundworks.com/solutions/crawl-space-repair/,4580000
crawl space repairs near me,Transactional,1300,7,18.29,0.53,0,0,0,3,,,,https://www.groundworks.com/service-areas/crawl-space-repair-newnan-ga/,5520000
crawl space vent fan,Informational,1300,16,1.06,1.00,0,0,0,16,,,,https://www.groundworks.com/resources/do-crawl-space-ventilation-fans-work/,3290000
crawlspace waterproofing,Commercial,1300,14,14.17,0.49,0,0,0,28,,,,https://www.groundworks.com/resources/10-ways-to-clean-waterproof-protect-your-crawl-space/,0
definition backfill,Informational,1300,34,0.00,0.00,0,0,0,63,,,,https://www.groundworks.com/glossary/problems-caused-by-backfill-soil/,1000000
dehumidifier crawl space,Informational,1300,13,2.56,1.00,0,0,0,45,,,,https://www.groundworks.com/solutions/crawl-space-repair/dehumidifier/,1520000
dehumidifier for mold smell,Commercial,1300,19,0.00,0.28,0,0,0,86,,,,https://www.groundworks.com/resources/damp-smell-persisting-unearth-the-perfect-home-humidity-to-keep-your-home-odor-and-allergen-free/,520000
different kinds of mold,Informational,1300,54,1.02,0.04,0,0,0,23,,,,https://www.groundworks.com/resources/identify-prevent-household-mold-types/,295000000
does humidity rise or fall,Informational,1300,20,0.26,0.00,0,0,0,33,,,,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,103000000
downspout installation,Commercial,1300,25,9.00,0.17,0,0,0,76,,,,https://www.groundworks.com/,3510000
driveway concrete repair,Informational,1300,25,6.48,0.61,0,0,0,93,,,,https://www.groundworks.com/,30300000
dry rot wood,Informational,1300,23,1.85,0.08,0,0,0,24,,,,https://www.groundworks.com/resources/dry-rot-wood-rot/,26900000
fix water in basement,Informational,1300,21,34.22,0.58,0,0,0,14,,,,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,67700000
fix wet basement,Informational,1300,17,17.28,0.08,0,0,0,30,,,,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,13200000
flood vents,Commercial,1300,19,3.67,1.00,0,0,0,32,,,,https://www.groundworks.com/solutions/foundation-repair/flood-vents/,7520000
floor joist repair,Informational,1300,29,10.02,0.41,0,0,0,63,,,,https://www.groundworks.com/,5320000
floorboards sinking,Informational,1300,6,1.39,1.00,0,0,0,54,,,,https://www.groundworks.com/solutions/crawl-space-repair/sagging-floors/,347000
foundation experts,Commercial,1300,29,23.57,0.17,0,0,0,18,,,,https://www.groundworks.com/contact-us/,821000000
foundation inspectors,Informational,1300,-1,21.68,0.29,0,0,0,8,,,,https://www.groundworks.com/resources/foundation-inspection-benefits/,29200000
foundation leak repair cost,"Commercial, Informational",1300,20,10.68,0.47,0,0,0,41,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,17300000
foundation of home,Informational,1300,23,7.54,0.17,0,0,0,14,,,,https://www.groundworks.com/resources/popular-house-foundation-types/,1730000000
foundation repair companies in my area,Commercial,1300,49,28.85,0.78,0,0,0,90,,,,https://www.groundworks.com/,77000000
foundation repair company near me,Transactional,1300,34,21.32,0.43,0,0,0,5,,,,https://www.groundworks.com/solutions/foundation-repair/,325000000
foundation repair costs,Informational,1300,23,7.49,0.29,0,0,0,17,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,111000000
foundation repair houston,Commercial,1300,50,27.98,0.88,0,0,0,32,,,,https://www.groundworks.com/service-areas/houston-tx/,40800000
foundation repair kansas city,Commercial,1300,41,29.22,0.86,0,0,0,29,,,,https://www.groundworks.com/service-areas/foundation-repair-kansas-city-mo/,17300000
foundation repair san antonio,Commercial,1300,13,52.63,1.00,0,0,0,42,,,,https://www.groundworks.com/service-areas/san-antonio-tx/,20000000
foundation repair services inc,Commercial,1300,27,21.78,0.07,0,0,0,26,,,,https://www.groundworks.com/service-areas/foundation-repair-nashville-tn/,122000000
foundation sealer,Informational,1300,13,2.80,1.00,0,0,0,20,,,,https://www.groundworks.com/resources/foundation-repair-foundation-sealant/,9490000
foundation types,Informational,1300,24,1.16,0.04,0,0,0,37,,,,https://www.groundworks.com/resources/popular-house-foundation-types/,1060000000
foundation wall repair,Informational,1300,13,11.86,0.12,0,0,0,12,,,,https://www.groundworks.com/resources/how-to-repair-your-damaged-foundation/,114000000
foundation waterproofing companies near me,Transactional,1300,46,18.20,0.48,0,0,0,17,,,,https://www.groundworks.com/,9930000
foundation waterproofing contractors near me,Transactional,1300,46,15.51,0.46,0,0,0,52,,,,https://www.groundworks.com/,4210000
garage foundation repair,Commercial,1300,12,12.96,0.47,0,48,0,0,,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,,,37000000
groundworks reviews,Commercial,1300,-1,4.28,0.21,0,0,0,6,,,,https://www.groundworks.com/why-choose-us/reviews/,1700000
home foundation fix,Informational,1300,20,18.05,0.68,0,0,0,13,,,,https://www.groundworks.com/resources/how-to-repair-your-damaged-foundation/,300000000
horizontal cracks in drywall,Informational,1300,10,3.32,0.28,0,0,0,2,,,,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,2520000
horizontal wall cracks,Informational,1300,5,3.99,0.30,0,0,53,1,,,https://crackx.com/horizontal-cracks/,https://www.groundworks.com/resources/horizontal-cracks-in-drywall-and-foundation-walls-when-to-worry/,0
house foundation types,Informational,1300,34,1.65,0.11,0,0,0,30,,,,https://www.groundworks.com/resources/popular-house-foundation-types/,1120000000
house from a christmas story,"Informational, Navigational",1300,27,0.52,0.14,0,0,0,27,,,,https://www.groundworks.com/resources/inside-the-movie-house-from-a-christmas-story/,1520000000
house from the notebook,Informational,1300,22,0.00,0.00,0,0,0,33,,,,https://www.groundworks.com/resources/the-notebook-movie-house-floor-plan-and-renovations/,378000000
how much does a house weigh,Informational,1300,8,0.00,0.00,0,0,0,9,,,,https://www.groundworks.com/resources/how-much-does-my-house-weigh/,133000000
how much is foundation repair,Informational,1300,27,6.06,0.63,0,0,0,14,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,299000000
how tall is a skyscraper,Informational,1300,48,0.00,0.00,0,0,0,53,,,,https://www.groundworks.com/resources/how-far-underground-are-skyscraper-foundations/,152000000
how to get rid of tiny ants inside house,Informational,1300,24,0.51,0.96,0,0,0,18,,,,https://www.groundworks.com/resources/ants-in-the-house/,14900000
how to install a sump pump,Informational,1300,10,0.94,0.29,0,0,0,62,,,,https://www.groundworks.com/resources/sump-pump-installation-steps/,18700000
how to repair cracked concrete,Informational,1300,35,0.89,0.97,0,0,0,33,,,,https://www.groundworks.com/resources/how-to-repair-cracks-in-concrete/,31500000
hyper loop,"Commercial, Informational",1300,79,1.43,0.01,0,0,0,84,,,,https://www.groundworks.com/resources/how-does-the-hyperloop-work/,4370000
ideal basement humidity,Informational,1300,10,0.43,0.26,0,0,0,31,,,,https://www.groundworks.com/resources/home-humidity-scale/,4960000
insulating band joists,Informational,1300,11,2.42,0.45,0,0,0,92,,,,https://www.groundworks.com/glossary/rim-joists/,49700
insulating basement walls,Informational,1300,14,1.85,1.00,0,0,0,28,,,,https://www.groundworks.com/resources/how-to-insulate-basement/,5330000
insulation for crawl space,Commercial,1300,16,4.96,0.85,0,0,0,63,,,,https://www.groundworks.com/solutions/crawl-space-repair/insulation/,9670000
interior french drain,Informational,1300,10,5.85,0.52,0,0,0,63,,,,https://www.groundworks.com/solutions/basement-waterproofing/interior-drainage/,27300000
interior waterproofing,Informational,1300,21,7.87,0.79,0,0,0,39,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,108000000
lake effect snow meaning,Informational,1300,47,0.03,0.01,0,0,0,70,,,,https://www.groundworks.com/resources/what-is-lake-effect-snow/,79800000
lally columns,Informational,1300,23,0.55,0.75,0,45,0,16,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,,https://www.groundworks.com/resources/what-is-a-lally-column/,406000
land grading,Informational,1300,29,3.70,0.63,0,0,0,60,,,,https://www.groundworks.com/glossary/yard-grading/,53800000
largest dam in the us,Informational,1300,29,0.04,0.02,0,0,0,3,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,183000000
leak in concrete slab,Informational,1300,9,12.74,0.50,0,0,0,44,,,,https://www.groundworks.com/resources/slab-leakage/,6870000
leveling concrete,Informational,1300,41,6.12,0.95,0,0,0,29,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,353000000
lolly columns,"Commercial, Informational",1300,10,0.55,0.75,0,0,0,14,,,,https://www.groundworks.com/resources/what-is-a-lally-column/,1430000
moisture barrier for basement walls,Commercial,1300,6,2.32,0.64,0,0,0,23,,,,https://www.groundworks.com/resources/how-to-check-basement-vapor-barrier/,4800000
moisture barrier for crawl space,Commercial,1300,5,5.74,1.00,0,0,0,50,,,,https://www.groundworks.com/solutions/crawl-space-repair/vapor-barrier/,2300000
mold encapsulation experts,Informational,1300,14,0.00,0.00,0,0,0,57,,,,https://www.groundworks.com/,744000
monolithic concrete slab,Informational,1300,20,1.88,0.01,0,0,0,8,,,,https://www.groundworks.com/resources/monolithic-slab-memphis/,1840000
mount valley,Navigational,1300,44,1.43,0.85,0,0,0,22,,,,https://www.groundworks.com/locations/mount-valley-foundation-services/,535000000
mount valley foundation,Navigational,1300,39,10.51,0.66,0,0,0,4,,,,https://www.groundworks.com/locations/mount-valley-foundation-services/columbia-branch/,187000000
mount valley foundation services,"Commercial, Navigational",1300,32,10.51,0.66,0,0,0,5,,,,https://www.groundworks.com/locations/mount-valley-foundation-services/columbia-branch/,89400000
musty smell in cellar,Informational,1300,18,1.57,1.00,0,0,0,17,,,,https://www.groundworks.com/resources/smell-in-basement/,170000
pier foundation repair,Informational,1300,24,14.08,0.06,0,0,0,31,,,,https://www.groundworks.com/solutions/foundation-repair/slab-piers/,8570000
polar park worcester,Navigational,1300,60,1.01,0.03,0,0,0,59,,,,https://www.groundworks.com/goodworks/goodworks-massachusetts/groundworks-sponsors-the-worcester-red-sox-at-polar-park/,532000
polyjacking near me,"Informational, Transactional",1300,23,16.76,0.95,0,0,0,65,,,,https://www.groundworks.com/service-areas/concrete-lifting-las-vegas-nv/,12200
professional crawl space mold removal,Informational,1300,6,0.00,0.00,0,0,0,2,,,,https://www.groundworks.com/resources/removing-crawl-space-mold/,1480000
rim board,Informational,1300,23,3.34,0.01,0,0,0,37,,,,https://www.groundworks.com/glossary/rim-joists/,132000000
sagging floor joist repair,Informational,1300,25,8.13,0.58,0,0,0,53,,,,https://www.groundworks.com/solutions/crawl-space-repair/floor-joist-repair/,448000
screw piles,"Commercial, Informational",1300,38,1.55,0.72,0,0,0,55,,,,https://www.groundworks.com/solutions/foundation-repair/helical-piers/,5370000
sealing cracks in driveway,Informational,1300,28,1.81,1.00,0,0,0,90,,,,https://www.groundworks.com/,3870000
self-leveling cement,"Commercial, Informational",1300,38,1.09,1.00,0,0,0,21,,,,https://www.groundworks.com/resources/is-self-leveling-concrete-good/,462000000
settling cracks in house,Informational,1300,26,8.66,0.44,0,0,0,37,,,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,4980000
sidewalk crack repair,Informational,1300,25,3.43,0.15,0,0,0,8,,,,https://www.groundworks.com/solutions/concrete-lifting/sidewalk-cracks/,3910000
sidewalk leveling,Commercial,1300,19,11.32,0.56,0,0,0,39,,,,https://www.groundworks.com/resources/concrete-leveling-ultimate-guide/,114000000
sidewalk leveling near me,Transactional,1300,49,12.32,1.00,0,0,0,9,,,,https://www.groundworks.com/solutions/concrete-lifting/,6300000
silt soil,Informational,1300,18,0.49,0.03,0,0,0,35,,,,https://www.groundworks.com/resources/understanding-soil-and-water-across-the-u-s/,17700000
slab jacking,Informational,1300,18,8.91,0.62,0,0,0,42,,,,https://www.groundworks.com/solutions/concrete-lifting/,0
slab jacking cost,Informational,1300,14,6.23,0.41,0,0,0,95,,,,https://www.groundworks.com/resources/concrete-leveling-cost/,6400000
slab lifting near me,Transactional,1300,26,0.00,0.86,0,0,0,29,,,,https://www.groundworks.com/service-areas/concrete-lifting-tulsa-ok/,6300000
slabjacking near me,Transactional,1300,29,10.26,0.17,0,0,0,11,,,,https://www.groundworks.com/service-areas/concrete-lifting-las-vegas-nv/,54100
sloping floors,Informational,1300,19,6.71,0.17,0,0,0,10,,,,https://www.groundworks.com/resources/do-uneven-floors-mean-foundation-trouble/,6110000
soccer city tulsa ok,Navigational,1300,33,0.00,0.00,0,0,0,29,,,,https://www.groundworks.com/goodworks/goodworks-oklahoma/groundworks-sponsors-soccercity-tulsa-2024-season/,1560000
soil stabilization company,Commercial,1300,43,3.99,0.42,0,0,0,99,,,,https://www.groundworks.com/commercial/solutions/soil-stabilization/,8280000
soil stabilization contractors,Informational,1300,10,8.12,0.08,0,0,0,79,,,,https://www.groundworks.com/commercial/solutions/soil-stabilization/,2600000
soil types of,Informational,1300,45,0.00,0.00,0,0,0,66,,,,https://www.groundworks.com/glossary/soil-types/,603000000
solutions for ants in the house,Informational,1300,41,0.04,0.41,0,0,0,31,,,,https://www.groundworks.com/resources/ants-in-the-house/,8970000
spalling in concrete,Informational,1300,21,3.03,0.09,0,68,0,0,,https://www.a1foundationcrackrepair.com/spalling-concrete,,,3730000
stone foundation,Informational,1300,27,3.11,0.02,0,32,0,38,,https://www.a1foundationcrackrepair.com/stone-foundation,,https://www.groundworks.com/resources/fieldstone-foundation-repair-how-to-restore-your-stone-basement/,967000000
sump pump for pool,"Commercial, Informational",1300,17,0.61,1.00,0,0,0,81,,,,https://www.groundworks.com/,7420000
sump pump pit,Informational,1300,33,1.84,1.00,0,0,0,57,,,,https://www.groundworks.com/resources/do-you-need-a-sump-pit-with-your-sump-pump/,4040000
tarheel basement systems,Navigational,1300,42,9.06,0.60,0,0,0,7,,,,https://www.groundworks.com/locations/tar-heel-basement-systems/,112000
termiticide treatment,Commercial,1300,29,8.12,0.83,0,0,0,46,,,,https://www.groundworks.com/glossary/termiticide/,13900000
the notebook house picture,Informational,1300,23,0.00,0.00,0,0,0,80,,,,https://www.groundworks.com/resources/the-notebook-movie-house-floor-plan-and-renovations/,151000000
types of mold in homes,Informational,1300,38,0.81,0.10,0,0,0,40,,,,https://www.groundworks.com/resources/identify-prevent-household-mold-types/,33200000
underground cities in america,"Informational, Transactional",1300,31,0.70,0.01,0,0,0,4,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,75000000
underground city usa,Informational,1300,-1,0.70,0.01,0,0,0,4,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,305000000
underground towns in america,Informational,1300,21,0.70,0.01,0,0,0,3,,,,https://www.groundworks.com/resources/u-s-cities-with-incredible-underground-tunnel-systems/,179000000
water coming through basement wall,Informational,1300,25,10.92,0.72,0,0,0,22,,,,https://www.groundworks.com/resources/9-practical-tips-to-stop-water-leakage-in-your-basement-after-rain/,94200000
water proofing a basement,Informational,1300,35,8.10,0.93,0,0,0,34,,,,https://www.groundworks.com/resources/basement-waterproofing-ultimate-guide/,12500000
water seeping through basement floor cracks,Informational,1300,13,11.14,0.68,0,0,0,25,,,,https://www.groundworks.com/resources/water-coming-up-from-basement-floor/,7680000
water table meaning,Informational,1300,41,0.00,0.00,0,0,0,22,,,,https://www.groundworks.com/glossary/high-water-table/,1250000000
waterproof basement walls,Informational,1300,15,6.29,0.62,0,0,0,91,,,,https://www.groundworks.com/,10700000
waterproofing a basement exterior,Informational,1300,31,7.03,0.67,0,0,0,34,,,,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,5630000
waterproofing basement near me,Transactional,1300,51,17.45,0.25,0,0,0,14,,,,https://www.groundworks.com/solutions/basement-waterproofing/,11900000
waterproofing basements,Informational,1300,46,14.01,0.49,0,0,0,17,,,,https://www.groundworks.com/solutions/basement-waterproofing/,28500000
waterproofing cellar walls,Informational,1300,17,6.29,0.62,0,0,0,52,,,,https://www.groundworks.com/resources/basement-waterproofing-ultimate-guide/,366000
waterproofing company near me,Transactional,1300,32,16.16,0.51,0,0,0,46,,,,https://www.groundworks.com/solutions/basement-waterproofing/,29800000
waterproofing crawlspace,Informational,1300,22,14.17,0.49,0,0,0,12,,,,https://www.groundworks.com/resources/10-ways-to-clean-waterproof-protect-your-crawl-space/,4180000
waterproofing foundation walls,Informational,1300,22,5.71,0.95,0,0,0,18,,,,https://www.groundworks.com/resources/how-to-waterproof-foundation-walls-from-outside/,9260000
what causes humidity,Informational,1300,41,0.31,0.01,0,0,0,92,,,,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,117000000
what is a pier,Informational,1300,58,0.00,0.00,0,0,0,72,,,,https://www.groundworks.com/resources/5-things-to-know-about-foundation-piers/,205000000
what size dehumidifier do i need,Informational,1300,28,0.71,0.97,0,0,0,46,,,,https://www.groundworks.com/resources/basement-dehumidifier-size/,16000000
where does it rain the most in the us,Informational,1300,38,0.00,0.00,0,0,0,4,,,,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,956000000
window wells for basement windows,Informational,1300,15,1.41,0.95,0,0,0,19,,,,https://www.groundworks.com/solutions/basement-waterproofing/egress-windows/,3520000
wood rot in crawl space,Informational,1300,5,7.87,0.31,0,0,0,3,,,,https://www.groundworks.com/resources/5-signs-of-wood-rot-in-your-crawl-space-you-shouldnt-ignore/,2120000
a basement,Informational,1000,-1,4.83,0.00,0,0,0,29,,,,https://www.groundworks.com/glossary/everything-you-need-to-know-about-basements/,313000000
air compressor sprinkler winterization,Informational,1000,-1,0.56,0.19,0,0,0,25,,,,https://www.groundworks.com/resources/how-to-winterize-sprinkler-system/,387000
average cost to finish a basement,Informational,1000,27,3.53,0.46,0,0,98,0,,,https://crackx.com/cost-of-finishing-a-basement-the-truth/,,11900000
average cost to waterproof basement,"Commercial, Informational",1000,20,6.53,0.72,0,0,0,35,,,,https://www.groundworks.com/resources/how-much-does-basement-waterproofing-cost/,2980000
basement air vent fans,"Informational, Transactional",1000,15,0.59,1.00,0,0,0,80,,,,https://www.groundworks.com/resources/is-it-a-good-idea-to-ventilate-the-basement/,13800000
basement cracks,Informational,1000,23,8.87,0.03,0,46,0,27,,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-floor-cracks-dangerous-or-not-boston,,https://www.groundworks.com/resources/foundation-cracks-when-to-take-action/,21100000
basement exterior waterproofing,Informational,1000,19,7.03,0.67,0,0,0,22,,,,https://www.groundworks.com/resources/interior-vs-exterior-waterproofing/,6510000
basement finishing company,Commercial,1000,40,11.38,0.34,0,0,0,39,,,,https://www.groundworks.com/,34200000
basement flooding repair near me,Transactional,1000,3,0.00,0.89,0,0,0,22,,,,https://www.groundworks.com/,12400000
basement humidity level,Informational,1000,12,0.63,0.26,0,0,0,30,,,,https://www.groundworks.com/resources/home-humidity-scale/,10900000
basement moisture barrier,Informational,1000,5,3.25,0.77,0,0,0,16,,,,https://www.groundworks.com/resources/how-to-check-basement-vapor-barrier/,7520000
basement repairs near me,Transactional,1000,43,17.34,0.52,0,0,0,18,,,,https://www.groundworks.com/,20000000
basement sealers near me,Transactional,1000,32,17.45,0.25,0,0,0,86,,,,https://www.groundworks.com/service-areas/basement-waterproofing-middletown-de/,1290000
basement sump pump installation,Informational,1000,26,5.73,0.30,0,0,0,12,,,,https://www.groundworks.com/resources/create-a-drier-safer-basement-with-sump-pump-installation/,5070000
basement systems,Navigational,1000,53,8.63,0.75,0,0,0,68,,,,https://www.groundworks.com/locations/complete-basement-systems/,105000000
basement ventilation fan,Commercial,1000,16,0.59,1.00,0,0,0,33,,,,https://www.groundworks.com/resources/is-it-a-good-idea-to-ventilate-the-basement/,7140000
basement wall waterproofing,"Commercial, Informational",1000,19,6.29,0.62,0,0,0,79,,,,https://www.groundworks.com/,10300000
basement waterproofing solutions,Commercial,1000,43,10.09,0.07,0,0,0,5,,,,https://www.groundworks.com/solutions/basement-waterproofing/,4340000
basement with mold,Informational,1000,10,7.10,0.62,0,0,0,65,,,,https://www.groundworks.com/resources/can-mold-in-basement-affect-upstairs/,18900000
bee hive vs wasp nest,"Commercial, Informational",1000,23,1.88,0.01,0,0,0,27,,,,https://www.groundworks.com/resources/what-hive-is-it/,1740000
best way to get rid of ants in house,Informational,1000,25,0.81,0.95,0,0,0,55,,,,https://www.groundworks.com/resources/ants-in-the-house/,82100000
biggest dam in the us,Informational,1000,27,0.04,0.02,0,0,0,3,,,,https://www.groundworks.com/resources/biggest-dam-projects-in-us/,280000000
bowing basement wall repair cost,Informational,1000,4,6.77,0.63,0,0,0,28,,,,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,480000
centipede grass vs bermuda,"Commercial, Informational",1000,5,0.92,0.03,0,0,0,23,,,,https://www.groundworks.com/resources/centipede-grass-benefits/,800000
cinder block foundation,Informational,1000,10,2.86,0.13,0,0,0,17,,,,https://www.groundworks.com/glossary/block-foundation-wall/,6300000
circular cracks in ceiling,Informational,1000,12,0.00,0.00,0,0,0,4,,,,https://www.groundworks.com/resources/how-serious-are-ceiling-cracks/,3440000
concrete and foundation repair,Commercial,1000,27,11.90,0.52,0,0,0,22,,,,https://www.groundworks.com/,52900000
concrete cleaner for pressure washer,Informational,1000,23,0.69,1.00,0,0,0,44,,,,https://www.groundworks.com/resources/how-to-clean-concrete-with-pressure-washer/,16700000
concrete driveway near me,Transactional,1000,47,7.87,0.65,0,0,0,94,,,,https://www.groundworks.com/,36800000
concrete gap filler,Informational,1000,33,0.67,1.00,0,0,0,10,,,,https://www.groundworks.com/resources/how-to-fill-gaps-between-concrete/,9200000
concrete leveling contractors near me,Transactional,1000,23,12.36,0.09,0,0,0,12,,,,https://www.groundworks.com/service-areas/concrete-lifting-las-vegas-nv/,3680000
concrete lifting companies,Commercial,1000,42,14.16,0.35,0,0,0,9,,,,https://www.groundworks.com/solutions/concrete-lifting/,18200000
concrete porch repair,Commercial,1000,13,6.37,0.57,0,0,0,19,,,,https://www.groundworks.com/resources/how-to-repair-your-concrete-front-porch/,18200000
